Rating,Ending Date,Net Debt/EBITDA,Total Debt/EBIT,Net Debt/EBIT,EBITDA to Interest Expense,EBITDA-CapEx/Interest Expense,EBIT to Interest Expense,Interest Expense,Common Equity/Total Assets,Long-Term Debt/Equity,Long-Term Debt/Capital,Long-Term Debt/Total Assets,Total Debt/Equity,Total Debt/Capital,Total Debt/Total Assets,Number Rating,Rating Change,Market Cap,,,,
A3,41845,-0.24,3.29,-0.3,13.96,12.7,11.74,97,51.25,53.63,32.21,27.49,66.5,39.94,34.08,7,1,75743.1932,,,,
A3,41936,-0.17,3.59,-0.21,13.84,12.63,11.63,94,50.12,49.94,29.32,25.03,70.37,41.3,35.27,7,0,110334.1017,,,,
A3,42027,-0.47,7.06,-0.57,8.55,7.95,7.38,176,36.52,132.06,54.37,48.23,142.89,58.83,52.19,7,0,110813.2536,,,,
A3,42118,3.21,9.27,4.28,3.51,2.64,1.25,299,49.89,63.41,37.75,31.64,67.98,40.47,33.92,7,0,103943.031,,,,
A3,42216,3.09,9.13,4.51,5.99,5.25,3.7,306,50.47,63.83,38.15,32.22,67.34,40.24,33.99,7,0,106367.2037,,,,
A3,42307,2.92,8.74,4.54,6.16,5.48,4.01,324,49.81,64.46,38.23,32.1,68.58,40.68,34.16,7,0,110732.2764,,,,
A3,42398,2.67,8.62,4.46,7.53,6.63,4.93,275,49.48,66.28,38.87,32.79,70.52,41.35,34.89,7,0,121099.0169,,,,
,,,,,,,,,,,,,,,,,,,,,,
Aa3,36100,0.29,0.53,0.33,92.75,18.38,80.63,8,62.41,15.85,13.67,9.9,15.97,13.77,9.97,4,0,94626.218,,,,
Aa3,36191,0.5,0.59,0.57,97.75,26.13,85.75,8,64.91,17.9,15.16,11.63,18.06,15.3,11.73,4,0,116231.1787,,,,
Aa3,36282,0.22,0.46,0.25,114.63,45.88,101.25,8,61.38,14.12,12.36,8.68,14.21,12.44,8.73,4,0,128177.6273,,,,
Aa3,36373,0.23,0.41,0.25,153.75,73,139.5,8,63.79,13.34,11.76,8.52,13.42,11.83,8.57,4,0,130552.3465,,,,
Aa3,36464,-0.06,0.21,-0.07,132,57.25,117.38,8,69.06,6.24,5.87,4.31,6.31,5.93,4.36,4,0,121996.2202,,,,
Aa3,36555,0.14,0.21,0.16,263.75,67,232.5,4,72.25,6.07,5.71,4.39,6.31,5.93,4.56,4,0,91273.7306,,,,
Aa3,36646,-0.09,0.2,-0.11,1154,481,1017,1,65.74,5.8,5.47,3.81,6.03,5.68,3.97,4,0,103987.6814,,,,
Aa3,36737,-0.03,0.19,-0.03,188.13,76.5,169.88,8,68.76,5.52,5.22,3.8,5.73,5.42,3.95,4,0,112047.7956,,,,
Aa3,36828,0.1,0.18,0.12,241.6,26.6,210.8,5,69.74,5.35,5.07,3.73,5.56,5.26,3.88,4,0,115958.0715,,,,
Aa3,36919,0.29,0.37,0.33,184.6,1.2,151.8,5,70.16,10.29,9.33,7.22,10.32,9.35,7.24,4,0,94245.7636,,,,
Aa3,37010,-0.02,0.31,-0.02,401.33,129.33,342.33,3,64.99,8.1,7.48,5.27,8.28,7.65,5.39,4,0,115886.8642,,,,
Aa3,37101,0,0.3,0,210.63,97.25,187,8,67.46,7.63,7.07,5.15,7.86,7.29,5.31,4,0,109368,,,,
Aa3,37192,-0.07,0.29,-0.08,207.86,89.14,179.57,7,67.64,7.24,6.73,4.9,7.59,7.05,5.13,4,0,66981.08,,,,
Aa3,37290,-0.23,0.25,-0.26,135.2,51.3,115.2,10,68.51,6.91,6.46,4.74,6.94,6.49,4.75,4,0,66051.5248,,,,
Aa3,37381,-0.64,0.24,-0.74,224.43,133.14,194.57,7,62.72,6.74,6.31,4.23,6.76,6.33,4.24,4,0,47923.7,,,,
Aa3,37472,-0.71,0.23,-0.82,262.75,183.5,234.63,8,64.31,6.47,6.07,4.16,6.5,6.1,4.18,4,0,67369.13,,,,
Aa3,37563,-0.4,0.22,-0.45,172.7,104.6,149.6,10,64.18,6.54,6.14,4.2,6.57,6.17,4.22,4,0,72842,,,,
Aa3,37654,-0.14,0.23,-0.16,111.08,44.83,91.25,12,65.98,6.67,6.25,4.4,6.71,6.28,4.43,4,0,87818.83,,,,
Aa3,37745,-0.44,0.22,-0.51,94.22,52.22,80.44,18,61.27,6.39,6,3.91,6.39,6,3.91,4,0,80055.79,,,,
Aa3,37836,-0.55,0.22,-0.64,145.19,88,129.13,16,63.37,6.05,5.71,3.83,6.05,5.71,3.83,4,0,83611.44,,,,
Aa3,37927,-0.48,0.21,-0.56,150.29,90.5,130.21,14,62.93,3.8,3.59,2.39,6.09,5.74,3.83,4,0,80186.16,,,,
Aa3,38018,-0.19,0.2,-0.22,128.5,57.07,107.79,14,65.07,3.82,3.6,2.49,6.09,5.74,3.96,4,0,97811.48,,,,
Aa3,38109,-0.32,0.23,-0.37,147,98.43,124.71,14,59.09,5.02,4.68,2.97,7.29,6.8,4.31,4,0,88295.85,,,,
Aa3,38200,-0.23,0.22,-0.27,163.59,113.18,144.53,17,58.57,5.01,4.67,2.93,7.28,6.78,4.26,4,0,76080.87,,,,
Aa3,38291,-0.13,0.28,-0.16,132.83,63.89,114.22,18,59.92,9.06,8.3,5.43,9.11,8.35,5.46,4,0,93241.93,,,,
Aa3,38382,0,0.27,0,95.95,40.24,79.38,21,61.91,8.89,8.16,5.5,8.94,8.2,5.53,4,0,86064.48,,,,
Aa3,38473,-0.09,0.26,-0.1,87.41,57,74.04,27,56.77,9,8.26,5.11,9.06,8.31,5.15,4,0,84960,,,,
Aa3,38564,-0.01,0.25,-0.02,74.67,51.09,66.12,43,58.89,8.62,7.94,5.08,8.68,7.99,5.11,4,0,84691.53,,,,
Aa3,38655,0.17,0.35,0.2,75.74,48.95,65.08,38,57.74,10.32,9.19,5.96,12.31,10.96,7.11,4,0,71462.94,,,,
Aa3,38746,0.3,0.44,0.35,71.23,41.86,58.51,35,60.6,9.93,8.62,6.02,15.18,13.18,9.2,4,0,75771.08,,,,
Aa3,38837,0.36,0.68,0.42,45.59,34.4,38.44,63,52.77,23.93,19.3,12.63,23.98,19.34,12.66,4,0,78681.8,,,,
Aa3,38928,0.53,0.69,0.62,32.66,24.99,28.03,104,52.59,24.46,19.59,12.86,24.89,19.93,13.09,4,0,75901.31,,,,
Baa1,39019,0.66,0.85,0.78,27.98,17.6,22.91,97,52.74,24.03,18.57,12.68,29.39,22.71,15.5,8,4,72691.5,,,,
Baa1,39110,1.01,1.29,1.23,14.99,6.93,11.38,128,47.89,46.52,31.73,22.28,46.59,31.78,22.31,8,0,52918.8,,,,
Baa1,39201,0.94,1.41,1.16,12.61,7.57,9.78,171,45.78,45.34,31.18,20.76,45.41,31.23,20.79,8,0,51460.5,,,,
Baa1,39292,0.88,1.47,1.09,17.65,11.74,14.87,172,47.79,42.79,29.96,20.45,42.84,29.99,20.48,8,0,51143.76,,,,
Baa1,39383,1.27,1.66,1.59,14.45,7.75,11.45,154,38.34,65.01,38.02,24.92,71.01,41.53,27.22,8,0,40606.1,,,,
Baa1,39481,1.42,1.85,1.79,8.69,3.27,6.28,199,39.96,64.26,36.55,25.68,75.82,43.12,30.3,8,0,39985.05,,,,
Baa1,39572,1.39,1.93,1.8,7.2,4.33,4.36,167,38.83,64.04,38,24.87,68.53,40.66,26.61,8,0,36514.88,,,,
Baa1,39663,1.38,2.02,1.83,15.68,12.13,12.68,161,41.35,60.95,37.49,25.2,62.56,38.48,25.87,8,0,43886.31,,,,
Baa1,39754,1.45,2.13,1.96,11.46,8.32,8.43,157,41.66,56.28,34.78,23.44,61.8,38.2,25.74,8,0,44201.76,,,,
Baa1,39845,1.74,2.62,2.5,5.29,2.11,1.91,139,43.19,54.38,33.09,23.48,64.32,39.14,27.78,8,0,42678.09,,,,
Baa1,39936,1.42,2.48,2,7.96,6.97,5.44,180,41.11,53.72,32.85,22.09,63.55,38.86,26.13,8,0,47560.98,,,,
Baa1,40027,1.33,2.6,1.89,13.72,12.56,10.98,167,43.57,50.4,31.57,21.96,59.63,37.35,25.98,8,0,59397.78,,,,
Baa1,40118,1.25,2.4,1.77,10.21,8.88,7.52,168,45.02,44.66,29.04,20.11,53.79,34.98,24.22,8,0,47497.66,,,,
Baa1,40209,1.25,2.02,1.72,7.26,4.73,4.52,161,47.44,44.67,29.79,21.19,49.93,33.3,23.69,8,0,50737.8,,,,
Baa1,40300,1.05,1.89,1.41,12.27,11.02,9.19,142,44.41,39.63,26.41,17.6,50.06,33.36,22.23,8,0,59564.1,,,,
Baa1,40391,1.04,1.82,1.38,16.4,14.72,13.57,151,45.72,39.74,26.47,18.17,50.14,33.39,22.92,8,0,59365.7,,,,
A3,40482,1.15,1.77,1.51,12.84,10.9,9.92,146,45.79,45.79,30.29,20.97,51.14,33.84,23.42,7,-1,54805.17,,,,
A3,40573,1.22,1.67,1.58,16.08,11.48,11.4,91,47.08,46.1,30.4,21.7,51.61,34.04,24.3,7,0,55660.92,,,,
A3,40664,1.17,1.81,1.5,13.09,11.6,10.09,141,42.52,58.91,37.02,25.05,59.14,37.16,25.15,7,0,68965.19,,,,
A3,40755,1.04,1.74,1.33,18.25,16.44,15.4,149,43.13,58.85,36.99,25.38,59.1,37.14,25.49,7,0,79483.5,,,,
A3,40846,1.06,1.69,1.34,12.54,10.31,9.97,162,42.82,60.44,37.61,25.88,60.68,37.77,25.98,7,0,80940.97,,,,
A3,40937,1.05,1.62,1.32,11.34,8.63,8.64,154,44.17,60.11,37.5,26.55,60.27,37.61,26.63,7,0,89819.84,,,,
A3,41028,0.89,1.56,1.1,13.62,12.08,10.99,156,41.51,60.04,37.47,24.92,60.22,37.59,25,7,0,99873.2,,,,
A3,41119,0.9,1.49,1.11,19.3,17.22,16.57,155,42,61.08,37.87,25.66,61.27,37.99,25.74,7,0,108055.56,,,,
A3,41210,0.92,1.47,1.12,13.92,11.67,11.18,155,42.58,60.77,37.75,25.87,60.96,37.87,25.95,7,0,115130.05,,,,
A2,41308,0.88,1.39,1.07,13.11,10.49,10.54,166,43.27,53.3,33.16,23.06,60.73,37.78,26.28,6,-1,108401.92,,,,
A2,41399,0.86,1.57,1.04,15.42,13.64,12.77,164,37.09,69.91,39.27,25.93,78.03,43.83,28.94,6,0,106053,,,,
A2,41490,0.9,1.48,1.09,19.89,18.04,17.34,174,36.68,73.98,40.55,27.14,82.43,45.18,30.24,6,0,107647.92,,,,
A2,41581,1.02,1.75,1.22,14.31,12.33,12.01,191,32.44,103.36,48.61,33.53,112.63,52.97,36.54,6,0,107343.5,,,,
A2,41672,1.17,1.61,1.4,12.09,9.76,9.68,182,30.9,117.32,53.92,36.26,117.59,54.04,36.34,6,0,128531.36,,,,
A2,41764,1.1,1.58,1.31,14.26,12.76,11.92,191,28.49,121.09,54.7,34.5,121.37,54.83,34.58,6,0,136476.94,,,,
A2,41854,1.08,1.71,1.28,18.74,17.08,16.58,208,26.35,145.78,59.24,38.41,146.08,59.36,38.49,6,0,142305.45,,,,
A2,41945,1.23,1.67,1.45,13.77,12.08,11.71,218,24.35,165.11,62.2,40.21,165.45,62.33,40.29,6,0,150266.52,,,,
A2,42036,1.26,1.64,1.48,12.36,10.28,10.29,213,23.34,180.96,63.61,42.23,184.48,64.85,43.05,6,0,156775.52,,,,
A2,42127,1.12,1.56,1.3,15.49,13.85,13.18,197,21.65,150.13,52.99,32.51,183.31,64.7,39.69,6,0,157451.52,,,,
A2,42218,1.13,1.76,1.31,17.63,15.99,15.65,233,19.72,188.93,58.25,37.26,224.33,69.17,44.24,6,0,166693.05,,,,
A2,42309,1.35,1.83,1.56,13.97,12.39,12.07,247,17.26,233.82,62.55,40.35,273.82,73.25,47.25,6,0,170864.64,,,,
,,,,,,,,,,,,,,,,,,,,,,
Baa3,39355,-3.28,0,-4.5,475,449,466.5,0.2,32.7,0,0,0,0,0,0,10,0,6121.08,,,,
Baa3,39447,-2.61,0,-3.74,467.75,427.5,285.25,0.4,32.04,0,0,0,0,0,0,10,0,6871.392,,,,
Baa3,39538,-2.57,0,-3.61,727,676,518,0.2,29.73,0,0,0,0,0,0,10,0,6198.312,,,,
Baa3,39629,-1.4,0.94,-2.1,27.67,23.71,6.33,2.1,27.05,31.38,23.88,8.49,31.38,23.88,8.49,10,0,6840,,,,
Baa3,39721,-1.13,0.92,-1.83,26.03,24.57,18.19,5.8,26.42,32.45,24.5,8.57,32.45,24.5,8.57,10,0,5365.262,,,,
Baa3,39813,-1.23,0.88,-1.86,29.98,29.29,22.19,5.8,26.91,31.81,24.14,8.56,31.81,24.14,8.56,10,0,4975.659,,,,
Baa3,39903,-1.42,0.85,-2.13,50.79,48.61,36.45,3.3,28.36,29.91,23.02,8.48,29.91,23.02,8.48,10,0,6095.1,,,,
Baa3,39994,-1.4,0.67,-1.94,27.45,26.04,19.67,5.5,31.24,27.44,21.53,8.57,27.44,21.53,8.57,10,0,6220.739,,,,
Baa3,40086,-1.35,0.63,-1.83,33.36,32.23,25.43,5.3,32.69,25.29,20.19,8.27,25.29,20.19,8.27,10,0,6890.508,,,,
Baa2,40178,-1.26,0.67,-1.7,37.67,36.86,28.94,5.1,33.33,26.13,20.72,8.71,26.13,20.72,8.71,9,-1,7326.27,,,,
Baa2,40268,-1.6,0.67,-2.16,30,29.22,21.39,5.4,33.54,24.57,19.72,8.24,24.57,19.72,8.24,9,0,6912.2,,,,
Baa2,40359,-1.57,0.69,-2.12,29.96,28.98,21.2,5.1,34.06,25.96,20.61,8.84,25.96,20.61,8.84,9,0,6191.844,,,,
Baa2,40451,-1.62,0.67,-2.2,40.77,39.04,30.53,4.7,36.47,23.49,19.02,8.57,23.49,19.02,8.57,9,0,7205.44,,,,
Baa2,40543,-1.75,0.67,-2.39,38.1,37.02,28.45,4.9,37.65,20.97,17.34,7.9,20.97,17.34,7.9,9,0,8433.346,,,,
Baa2,40633,-1.87,0.63,-2.54,37.59,36.88,27.8,5.1,37.07,20.18,16.79,7.48,20.18,16.79,7.48,9,0,8813.928,,,,
Baa2,40724,-1.73,0.62,-2.37,30.65,30.11,20.93,5.5,36.81,20.44,16.97,7.52,20.44,16.97,7.52,9,0,9599.85,,,,
Baa2,40816,-1.51,0.6,-2.07,42.1,40.75,30.96,5.2,36.36,22.12,18.11,8.04,22.12,18.11,8.04,9,0,6578.336,,,,
Baa2,40908,-1.3,0.56,-1.78,47.11,45.42,35.96,4.5,35.84,22.21,18.17,7.96,22.21,18.17,7.96,9,0,5408.7,,,,
Baa2,40999,-0.99,1.51,-1.4,20.86,19.77,13.09,8.1,29.84,56.83,36.24,16.95,56.83,36.24,16.95,9,0,6493.872,,,,
Baa2,41090,-1.07,1.64,-1.55,12.92,12.22,7.25,10.2,29.24,60.37,37.64,17.65,60.37,37.64,17.65,9,0,6811.728,,,,
Baa2,41182,-0.87,1.72,-1.28,18.49,17.92,13.02,10.6,29.13,62.42,38.43,18.18,62.42,38.43,18.18,9,0,6455.844,,,,
Baa2,41274,0.18,2.81,0.27,16.13,15.66,11.62,12.7,15.71,192.41,65.8,30.23,192.41,65.8,30.23,9,0,5653.774,,,,
Caa1,41364,-0.29,2.81,-0.44,11.3,10.94,7.4,14.3,17.34,159.56,61.47,27.67,159.56,61.47,27.67,17,8,6666.887,,,,
Caa1,41455,-0.64,2.83,-0.95,8.47,8.1,4.65,15,19.43,142,58.68,27.59,142,58.68,27.59,17,0,6385.895,,,,
,,,,,,,,,,,,,,,,,,,,,,
B1,40265,4.59,7.14,7.11,1.92,1.88,1.14,40.8,5.35,1053.24,91.33,56.36,1053.24,91.33,56.36,14,0,420.4274,,,,
B1,40359,4.38,6.56,6.54,1.88,1.8,1.15,49.4,5.67,969.42,90.65,54.97,969.42,90.65,54.97,14,0,308.2469,,,,
B1,40447,4.5,6.82,6.81,1.88,1.79,1.14,44,6.19,898.29,89.98,55.58,898.29,89.98,55.58,14,0,328.4577,,,,
B1,40538,4.53,7.13,7.06,2.72,2.57,1.96,43.4,6.86,789.49,88.76,54.13,789.49,88.76,54.13,14,0,406.9745,,,,
B1,40629,4.87,7.93,7.9,1.26,1.19,0.5,40.9,7.24,765.93,88.45,55.45,765.93,88.45,55.45,14,0,308.7051,,,,
B1,40720,4.75,8.05,7.75,1.69,1.6,1.01,44.7,6.66,794.09,88.82,52.91,794.09,88.82,52.91,14,0,223.8564,,,,
B1,40811,4.94,8.17,8.08,1.78,1.7,1.08,42.1,7.2,744.74,88.16,53.62,744.74,88.16,53.62,14,0,113.5204,,,,
B1,40902,4.62,7.84,7.41,3.2,2.96,2.39,37.7,5.76,900.45,90,51.89,900.45,90,51.89,14,0,202.4131,,,,
B1,40999,4.61,7.4,7.28,1.38,1.22,0.66,42.5,5.95,889.81,89.9,52.96,889.81,89.9,52.96,14,0,247.7834,,,,
B1,41084,4.5,7.33,7.14,2.41,2.21,1.4,30.6,6.92,747.96,88.21,51.75,747.96,88.21,51.75,14,0,186.0543,,,,
B1,41175,4.74,7.83,7.74,1.59,1.44,0.82,39.7,7.28,720.7,87.82,52.45,720.7,87.82,52.45,14,0,194.1099,,,,
B1,41273,5,8.97,8.37,3,2.59,2.15,38.5,1.41,3734.81,92.67,52.82,3930.13,97.52,55.58,14,0,256.8223,,,,
B1,41364,4.97,8.55,8.45,1.44,1.29,0.58,35.5,1.15,4655.2,97.9,53.72,4655.2,97.9,53.72,14,0,249.8199,,,,
B1,41455,5.21,9.22,9.08,1.76,1.32,0.89,33.9,1.87,3151.06,96.92,58.82,3151.06,96.92,58.82,14,0,196.4264,,,,
B1,41546,5.26,9.49,9.21,1.61,1.42,0.8,33.5,2.31,2523.65,96.19,58.3,2523.65,96.19,58.3,14,0,259.0148,,,,
B1,41637,5.92,12.5,11.84,2.42,2.21,1.36,32.5,9.18,621.22,84.74,57.05,633.09,86.36,58.14,14,0,287.4931,,,,
B1,41728,6.25,15.73,14.73,1.08,0.8,-0.13,33.4,8.8,658.85,85.4,57.97,671.49,87.04,59.08,14,0,550.5784,,,,
B1,41819,5.67,16.22,13.4,1.58,1.45,0.82,33.5,11.87,468.86,81.13,55.64,477.89,82.7,56.71,14,0,493.5682,,,,
B1,41910,6.19,17.77,15.15,1.28,1.1,0.56,33.1,12.06,470.45,81.18,56.75,479.54,82.74,57.84,14,0,309.2109,,,,
B1,42001,3.94,12.03,9.36,2.36,2.23,1.5,27.5,19.81,197.62,66.4,39.15,197.62,66.4,39.15,14,0,301.5088,,,,
B1,42092,5.05,11.6,10.74,1.01,0.89,-0.05,22.3,21.11,200.76,66.75,42.37,200.76,66.75,42.37,14,0,157.2369,,,,
,,,,,,,,,,,,,,,,,,,,,,
Baa3,37256,2.05,3.07,2.96,7.2,5.12,4.28,25,41.6,71.36,41.54,29.83,71.77,41.78,30,10,0,2829.9002,,,,
Baa3,37346,2.01,2.97,2.86,5.78,4.42,4.04,23,40.71,73.8,42.4,30.19,74.04,42.54,30.29,10,0,3170.5273,,,,
Baa3,37437,1.98,2.85,2.76,6.67,5.36,5.04,24,41.64,69.47,40.92,29.06,69.76,41.09,29.18,10,0,3768.5159,,,,
Baa2,37529,1.71,2.74,2.43,6.58,4.77,5.04,24,26.24,138.07,57.86,36.56,138.65,58.1,36.71,9,-1,2603.7883,,,,
Baa2,37621,1.8,2.69,2.42,6.64,4.88,4.96,25,26.29,133.33,56.8,35.87,134.75,57.4,36.25,9,0,3468.7887,,,,
Baa2,37711,1.74,2.62,2.33,5.63,4.5,3.96,24,27.69,122.71,54.97,34.72,123.22,55.2,34.86,9,0,3233.2217,,,,
Baa2,37802,1.68,2.63,2.27,6.67,5.67,4.96,24,28.6,116.91,53.75,34.13,117.49,54.02,34.3,9,0,3101.5912,,,,
Baa2,37894,1.58,2.55,2.14,7.09,5.78,5.3,23,28.87,113.51,53.07,33.02,113.9,53.25,33.14,9,0,3182.5403,,,,
Baa2,37986,1.91,2.87,2.57,6.88,5.56,5.24,25,28.63,124.98,55.44,36.05,125.44,55.64,36.18,9,0,3736.4304,,,,
Baa2,38077,1.91,2.86,2.59,5.68,4.92,3.88,25,26.62,135.77,57.49,36.44,136.18,57.66,36.55,9,0,3406.119,,,,
Baa2,38168,1.91,2.84,2.59,6.48,5.76,4.88,25,26.18,139.46,58.14,36.86,139.87,58.31,36.97,9,0,3749.1305,,,,
Baa2,38260,1.96,3,2.6,5.32,4.5,4.41,22,26.09,137.03,57.69,36.09,137.54,57.9,36.22,9,0,3446.2314,,,,
Baa2,38352,2.05,3.3,2.75,9.54,7.77,6.92,13,28.95,79.58,35.73,23.23,122.71,55.1,35.82,9,0,3760.922,,,,
Baa2,38442,2.22,3.19,3.04,5.05,3,2.9,20,29.81,84.53,39.5,25.42,114.01,53.27,34.29,9,0,3480.593,,,,
Baa2,38533,2.11,3.64,3.42,9.3,8.15,4,20,28.58,90.53,40.84,26.12,121.71,54.9,35.11,9,0,3228.2121,,,,
Baa2,38625,2.63,4.16,3.81,2.35,0.55,4.4,20,25.64,112.71,45.75,29.19,146.38,59.41,37.9,9,0,2513.5901,,,,
Baa2,38717,1.52,2.76,2.22,5.82,4.73,4.09,22,29.08,104.83,51.09,30.82,105.19,51.26,30.92,9,0,3131.9737,,,,
Baa2,38807,1.43,2.46,1.99,7.33,6.05,5.39,18,30.07,101.76,50.35,30.93,102.11,50.52,31.03,9,0,3461.7146,,,,
Baa2,38898,1.54,2.18,1.81,9,8.28,6.94,18,29.75,91.24,44.88,27.44,103.31,50.81,31.07,9,0,3413.1725,,,,
Baa2,38990,1.33,2.1,1.8,7.83,7,5.72,18,28.11,97.97,46.53,27.85,110.55,52.5,31.43,9,0,3783.1176,,,,
Baa2,39082,1.21,2.04,1.62,7.11,5.05,5.26,19,30.93,89.44,44.54,27.96,100.81,50.2,31.51,9,0,4735.221,,,,
Baa2,39172,1.29,2.02,1.73,7.72,6.39,5.72,18,30.91,91.24,44.96,28.64,102.96,50.73,32.32,9,0,4395.9252,,,,
Baa2,39263,2.79,3.91,3.74,8.35,6.62,6.4,20,25.5,178.84,64.14,46.19,178.84,64.14,46.19,9,0,4166.8521,,,,
Baa2,39355,2.63,3.68,3.53,5.76,3.87,4.21,29,27.27,163.65,62.07,45.2,163.65,62.07,45.2,9,0,3739.5921,,,,
Baa2,39447,2.32,3.33,3.13,5.69,4.03,4.1,29,32.56,127.04,55.95,41.81,127.04,55.95,41.81,9,0,3473.614,,,,
Baa2,39538,2.36,3.37,3.25,5.15,3.29,3.44,27,33.43,119.72,54.47,40.43,119.8,54.5,40.45,9,0,3427.8022,,,,
Baa2,39629,2.32,3.34,3.23,6.56,4.93,4.85,27,34.63,112.84,53.02,39.45,112.84,53.02,39.45,9,0,2777.6628,,,,
Baa2,39721,2.21,3.22,3.13,5.62,4.39,3.85,26,36.66,99.79,49.95,36.92,99.79,49.95,36.92,9,0,3251.2109,,,,
Baa2,39813,2.04,3.07,2.89,5.85,4.85,4.22,27,17.84,195.78,66.19,35.76,195.78,66.19,35.76,9,0,3271.9755,,,,
Baa2,39903,1.78,2.74,2.43,8.3,7.3,6.3,23,19.54,181.02,64.42,36.16,181.02,64.42,36.16,9,0,1924.3878,,,,
Baa2,39994,1.61,2.63,2.18,8.29,7.21,6.38,24,22.45,154.78,60.75,35.4,154.78,60.75,35.4,9,0,2863.2456,,,,
Baa2,40086,1.58,2.28,2.09,8.43,6.88,6.43,23,26.72,131.71,56.84,35.78,131.71,56.84,35.78,9,0,3438.4795,,,,
Baa2,40178,1.61,2.2,2.12,7.46,6.08,5.54,24,27.56,126.87,55.8,35.53,127.37,56.02,35.67,9,0,3194.5528,,,,
Baa2,40268,1.85,2.92,2.48,6.17,4.96,4.25,24,26.74,134.78,54.46,36.52,147.5,59.6,39.96,9,0,3345.2439,,,,
Baa2,40359,2.08,2.91,2.83,7.64,5.96,5.64,25,28.43,110.82,47.55,31.89,133.07,57.09,38.3,9,0,3703.1807,,,,
Baa2,40451,2.02,2.91,2.81,6.64,4.85,4.68,25,31.22,101.52,47.28,32.08,114.71,53.43,36.25,9,0,4387.4793,,,,
,,,,,,,,,,,,,,,,,,,,,,
Baa3,36160,3.36,5.05,4.7,2.83,0.93,1.62,39.5,40.14,95.37,47.55,41.17,100.58,50.15,43.42,10,0,6237.8671,,,,
Baa3,36250,3.49,5.14,4.91,4.42,-0.34,3.08,35.2,40.74,92,46.69,40.23,97.06,49.25,42.44,10,0,6593.2619,,,,
Baa3,36341,3.41,5.18,4.84,4.61,2.19,3.18,34,41.33,87.59,45.5,38.77,92.52,48.06,40.95,10,0,7408.6689,,,,
Baa3,36433,2.57,4.99,3.61,8.06,3.84,6.43,30.8,47.14,70.67,40.46,35.21,74.67,42.75,37.2,10,0,7647.3901,,,,
Baa3,36525,3.36,4.88,4.75,3.83,-15.51,2.14,30.6,48.41,67.89,39.51,34.7,71.82,41.8,36.71,10,0,8916.8341,,,,
Baa2,36616,3.1,4.55,4.35,6.14,3.47,4.37,32,50.24,66.04,38.94,34.27,69.59,41.04,36.12,9,-1,5109.0759,,,,
Baa2,36707,3.3,4.8,4.62,5.93,-9.76,4.19,31.3,50.01,71.23,40.77,35.62,74.69,42.76,37.36,9,0,3532.5936,,,,
Baa2,36799,3.94,5.81,5.47,7.43,-7.26,5.97,39.5,46.56,89.05,46.36,41.46,92.09,47.94,42.88,9,0,4942.569,,,,
Baa2,36891,4.04,5.99,5.68,2.43,-0.06,1.22,51.5,46.19,91.27,46.97,42.16,94.31,48.54,43.56,9,0,5070.121,,,,
Baa3,36981,5.21,8.19,7.64,2.66,-11.22,1.52,59.3,41.04,113.7,52.46,46.66,116.72,53.86,47.9,10,1,4419.9068,,,,
Baa3,37072,5.01,9.08,7.52,3.32,0.17,2.14,63.3,38.61,127.33,55.71,49.16,128.56,56.25,49.64,10,0,4249.9178,,,,
Baa3,37164,5.6,10.3,8.77,4.56,2.33,3.34,63.2,38.71,128.01,54.68,49.56,134.12,57.29,51.92,10,0,2058.2716,,,,
Ba2,37256,6.5,12.39,10.8,1.49,-7.03,0.28,67.5,36.23,143.95,57.51,52.15,150.3,60.05,54.45,12,2,3107.7217,,,,
Ba2,37346,6.1,11.45,10.13,2.86,1.49,1.65,68.3,36.86,137.75,56.46,50.78,143.99,59.01,53.08,12,0,4326.849,,,,
Ba2,37437,6.27,11.86,10.6,3.22,1.35,1.95,67,36.38,138.63,56.41,50.44,145.73,59.31,53.02,12,0,3742.869,,,,
Ba2,37529,5.76,10.87,9.6,4.83,3.97,3.57,67.8,38.23,133.15,56.37,50.91,136.2,57.66,52.07,12,0,3056.3213,,,,
Ba2,37621,5.84,9.88,9.44,2.38,-4.37,1.04,63.8,38.29,131.91,56.15,50.5,134.95,57.44,51.67,12,0,3214.1988,,,,
Ba2,37711,5.75,9.61,9.34,3.14,2.35,1.77,64.9,38.77,127.94,55.4,49.61,130.97,56.7,50.78,12,0,2894.0713,,,,
Ba2,37802,5.65,10.27,9.29,3.08,2.11,1.76,66.8,37.6,130.91,55.57,49.22,135.58,57.55,50.97,12,0,4466.1075,,,,
Ba2,37894,5.7,10.08,9.39,5.06,-1.37,3.71,67.1,38.72,121.27,52.99,46.96,128.83,56.3,49.89,12,0,5486.4886,,,,
Ba2,37986,6.19,11.09,10.46,2,-4.84,0.64,69.6,37.65,129.5,54.67,48.76,136.9,57.79,51.54,12,0,6803.1846,,,,
Ba2,38077,5.59,10.19,9.22,3.39,2.29,2.12,75.7,37.77,126.21,54.07,47.67,133.4,57.16,50.39,12,0,8720.2461,,,,
Ba2,38168,5.12,9.21,8.12,3.79,-1.33,2.52,77.1,37.36,109.1,46.79,40.76,133.18,57.11,49.75,12,0,8613.1518,,,,
Ba2,38260,4.45,7.71,6.73,5.82,5.26,4.56,78.6,39.82,102.29,46.02,40.73,122.28,55.01,48.69,12,0,8662.4477,,,,
