Rating,Ending Date,Net Debt/EBITDA,Total Debt/EBIT,Net Debt/EBIT,EBITDA to Interest Expense,EBITDA-CapEx/Interest Expense,EBIT to Interest Expense,Interest Expense,Common Equity/Total Assets,Long-Term Debt/Equity,Long-Term Debt/Capital,Long-Term Debt/Total Assets,Total Debt/Equity,Total Debt/Capital,Total Debt/Total Assets,Number Rating,Rating Change,Market Cap,,,,
Aa1,42091,-2.05,0.69,-2.34,127.34,112.81,112.13,163,49.39,31.06,23.18,15.34,34.01,25.38,16.8,2,0,723159.45,,,,
Aa1,42182,-1.91,0.8,-2.19,85.41,75.24,70.06,201,46.01,37.73,26.33,17.36,43.3,30.22,19.92,2,0,639938.7566,,,,
Aa1,42273,-1.71,0.9,-1.98,74.55,59.34,61.44,238,41.09,44.79,29.08,18.41,54.01,35.07,22.19,2,0,598970.9306,,,,
Aa1,42364,-1.85,0.88,-2.15,98.28,85.19,87.58,276,43.73,41.48,27.82,18.14,49.09,32.93,21.47,2,0,578907.3888,,,,
Aa1,42455,-1.95,1.19,-2.29,51.29,44.01,43.57,321,42.73,53.18,32.98,22.72,61.22,37.97,26.16,2,0,503721.611,,,,
,,,,,,,,,,,,,,,,,,,,,,
Ba1,36677,2.81,4.05,3.87,4.31,2.42,3.18,118,30.89,139.4,58.18,43.07,139.62,58.27,43.14,11,0,8032.4125,,,,
Ba1,36769,2.63,3.72,3.59,4.2,3.23,3.09,123,32.79,126.35,55.76,41.43,126.58,55.87,41.51,11,0,9759.1825,,,,
Ba1,36860,2.36,3.32,3.2,4.55,3.54,3.4,118,34.94,110.1,52.35,38.47,110.3,52.45,38.53,11,0,13470.8182,,,,
Ba1,36950,2.2,3.05,2.95,5.12,3.73,3.88,113,37.29,98.3,49.5,36.65,98.58,49.64,36.76,11,0,14948.8877,,,,
Baa3,37042,1.81,2.5,2.4,6,3.99,4.61,102,39.08,82.73,45.15,32.34,83.23,45.42,32.53,10,-1,14805.4938,,,,
Baa3,37134,1.79,2.46,2.36,6.45,4.3,4.92,97,39.5,82.55,45.08,32.61,83.12,45.39,32.83,10,0,18111.5885,,,,
Baa3,37225,1.68,2.28,2.19,7.88,5.49,6.13,86,39.49,81.51,44.74,32.19,82.17,45.11,32.45,10,0,19571.3397,,,,
Baa3,37315,1.57,2.11,2.03,9.61,7.37,7.56,75,40.07,78.46,43.93,31.44,78.63,44.02,31.5,10,0,18855.7786,,,,
Baa3,37407,1.39,1.83,1.77,11.19,6.75,9.01,69,40.68,69.75,40.67,28.37,71.51,41.69,29.09,10,0,36396.3045,,,,
Baa3,37711,1.36,1.79,1.69,9.14,6.63,7.77,71,41.97,70.09,41.03,29.41,70.8,41.45,29.71,10,0,7825.2526,,,,
Ba3,37802,1.5,2.07,1.9,4.64,1.93,3,73,40.92,72.79,42.03,29.79,73.21,42.27,29.96,13,3,6025.7328,,,,
Ba3,37894,1.97,2.86,2.64,1.85,-0.14,0.32,73,39.12,76.48,43.23,29.92,76.92,43.48,30.09,13,0,6716.9734,,,,
B3,38352,7.85,55.45,45.81,1.84,0.79,0.76,92,16.85,258.68,71.64,43.6,261.09,72.31,44,16,3,5130.2513,,,,
B3,38442,7.14,81.37,54.1,2.24,1.29,1.29,101,17.2,272.17,72.92,46.81,273.25,73.21,47,16,0,5402.5429,,,,
B3,38533,4.73,15.7,10.25,1.35,-0.5,0.73,102,17.11,272.59,72.94,46.63,273.73,73.24,46.83,16,0,5739.997,,,,
B3,38625,5.16,17.15,11.64,0.97,0.23,0.06,101,13.68,350.92,77.57,47.99,352.38,77.89,48.19,16,0,5271.4294,,,,
B3,38717,5.85,18.98,13.54,1.23,-0.45,0.43,100,10.41,468.56,82.14,48.76,470.42,82.47,48.95,16,0,3597.9786,,,,
B3,38807,6.54,18.62,14.8,2.21,1.07,1.32,102,11.77,435.4,81.06,51.25,437.12,81.38,51.45,16,0,3471.98,,,,
B3,38898,6.53,15.45,13.59,1.99,0.77,1.26,101,7.68,677.09,86.83,52.03,679.77,87.18,52.24,16,0,3285.1649,,,,
Caa1,38990,6.01,14.23,11.79,1.08,0.08,0.31,104,6.98,754.2,87.68,52.63,760.22,88.38,53.05,17,1,3836.5204,,,,
Caa1,39082,5.73,13.51,11.18,1.5,-1.61,0.59,102,3.09,1803.03,94.33,55.74,1811.36,94.77,56,17,0,3286.9474,,,,
Caa1,39172,6.31,14.77,12.85,1.85,0.9,1,105,2.02,2851.5,96.18,57.55,2864.67,96.63,57.81,17,0,3041.4864,,,,
Caa1,39263,6.66,17.86,15.19,1.45,0.08,0.68,105,1.81,3197.32,96.53,57.72,3212.08,96.98,57.99,17,0,3082.1074,,,,
Caa1,39355,6.16,15.09,12.91,1.55,0,0.76,105,1.23,4718.81,97.9,57.87,4719.8,97.93,57.89,17,0,1592.9525,,,,
Caa1,39447,6.21,14.59,12.78,1.58,-1.05,0.68,104,0.64,8835.19,98.86,56.84,8837.04,98.88,56.86,17,0,2409.8453,,,,
Caa1,39538,6.46,13.76,12.92,2.07,0.54,1.2,104,0.39,14915.63,99.29,58.39,14921.88,99.33,58.42,17,0,2695.0203,,,,
Caa1,39629,6.23,13.81,12.77,1.64,0.36,0.69,102,0.35,16465.52,99.35,57.93,16472.41,99.4,57.95,17,0,2649.2455,,,,
Caa1,39721,6.01,14.39,12.71,1.47,0.45,0.62,106,1.64,3512.5,97.19,57.6,3513.97,97.23,57.62,17,0,2647.2834,,,,
Caa1,39813,5.74,12.88,11.47,1.92,0.7,1.04,106,1.26,3250.34,96.98,58.45,3251.7,97.02,58.48,17,0,548.7489,,,,
Caa1,39903,4.98,11,9.44,2.47,1.55,1.6,110,3.6,1372.49,93.17,57.33,1373.08,93.21,57.35,17,0,556.7188,,,,
Caa2,39994,4.45,9.44,7.88,1.96,1.24,1.15,120,3.61,1388.59,93.24,58.32,1389.19,93.28,58.35,18,1,1355.9011,,,,
Caa2,40086,3.74,7.66,6.32,2.05,1.24,1.19,112,3.71,634.03,86.34,54.18,634.32,86.38,54.2,18,0,2828.868,,,,
Caa2,40178,3.87,7.94,6.64,1.81,-0.06,0.88,103,3.92,612.91,85.94,53.72,613.2,85.98,53.74,18,0,2593.3176,,,,
Caa2,40268,3.89,7.59,6.54,2.72,1.95,1.84,109,5.18,539.95,84.34,54.65,540.2,84.38,54.68,18,0,2768.8632,,,,
B3,40359,3.63,7.17,5.97,2.5,1.79,1.6,107,5.59,517.19,83.76,54.53,517.43,83.8,54.56,16,-2,2105.0432,,,,
B3,40451,3.86,7.25,6.53,1.85,0.85,0.91,107,16.13,229.99,69.67,47.53,230.1,69.71,47.56,16,0,2290.7434,,,,
B3,40543,3.56,6.41,5.77,2.63,0.69,1.63,101,16.85,219.74,67.94,47.02,223.42,69.08,47.81,16,0,3249.8883,,,,
B3,40633,3.49,5.9,5.51,3.05,2.07,2.19,118,17.71,210.38,67.01,47.09,213.94,68.15,47.89,16,0,3645.5606,,,,
B3,40724,3.53,6,5.62,2.74,1.91,1.68,98,17.5,212.86,66.58,47.29,219.69,68.72,48.81,16,0,2987.2877,,,,
B3,40816,3.66,6.13,5.85,2.92,1.29,1.34,59,16.45,223.19,67.54,47.82,230.44,69.74,49.38,16,0,1705.7563,,,,
B3,40908,4.02,6.63,6.45,2.55,0.82,1.55,100,13.06,284.75,73.18,50.74,289.12,74.3,51.52,16,0,2129.0826,,,,
B3,40999,4.46,7.59,7.42,3.15,1.77,2.09,98,13.18,277.63,70.07,50.26,296.25,74.76,53.63,16,0,8783.4054,,,,
B3,41090,4.59,7.67,7.54,2.75,1.62,1.76,102,13.33,362.33,75.27,53.16,381.37,79.23,55.96,16,0,2182.4286,,,,
B3,41182,4.22,6.86,6.74,2.55,1.51,1.49,103,13.92,350.82,74.69,53.22,369.73,78.71,56.09,16,0,2618.8191,,,,
B3,41274,4.15,7.01,6.53,3,1.64,1.94,109,12.64,417.99,79.53,57.03,425.61,80.97,58.07,16,0,3397.4335,,,,
B3,41364,4.72,7.87,7.73,2.52,1.23,1.42,103,10.87,496.77,82.58,60.29,501.57,83.38,60.87,16,0,4921.0091,,,,
B3,41455,4.73,7.91,7.79,3.3,2.04,2.06,98,9.78,524.41,83.09,60.77,531.1,84.15,61.54,16,0,4690.1218,,,,
B3,41547,4.88,8.24,8.12,2.93,1.37,1.63,91,8.84,567.3,83.36,60.94,580.56,85.31,62.36,16,0,4084.6475,,,,
B3,41639,8.89,16.36,16.19,1.97,0.36,0.92,182,4.59,878.16,88.64,65.02,890.72,89.91,65.95,16,0,4079.7432,,,,
B3,41729,8.46,16.35,16.15,1.99,0.45,0.93,182,4.42,946.65,85.89,64.38,1002.14,90.93,68.15,16,0,4177.6138,,,,
B3,41820,7.95,16.71,16.12,2.19,0.92,1.09,190,4.28,951.48,86.06,64.72,1005.57,90.95,68.4,16,0,4591.3892,,,,
B3,41912,7.3,15.3,15.04,2.25,1.11,1.13,186,4.25,907.69,89.39,66.17,915.45,90.15,66.73,16,0,5833.5234,,,,
B3,42004,6.44,12.56,12.35,2.94,1.93,1.72,196,3.63,970.07,89.86,64.09,979.51,90.74,64.72,16,0,4985.0159,,,,
B3,42094,6.37,11.8,11.63,2.5,1.57,1.46,199,4.55,1002.03,87.49,64.17,1045.25,91.27,66.94,16,0,4909.6096,,,,
B3,42185,7.8,14.72,14.43,1.66,0.86,0.76,217,3.53,561.02,84.3,64.35,565.5,84.97,64.86,16,0,5748.3522,,,,
B3,42277,7.5,13.69,13.27,1.9,1.07,1.16,248,3.46,542.3,83.89,63.19,546.44,84.53,63.67,16,0,3676.9366,,,,
B3,42369,7.64,13.74,13.4,2.11,1,1.27,248,2.92,446.12,81.1,60.73,450.06,81.82,61.27,16,0,2984.3985,,,,
B3,42460,7.2,13.05,12.39,2.3,1.44,1.43,243,2.63,433.93,80.49,60.38,439.13,81.45,61.1,16,0,2871.8232,,,,
Caa1,42551,6.8,11.93,11.39,1.98,1.14,1.09,244,2.16,417.86,79.88,59.08,423.14,80.88,59.82,17,1,2750.6222,,,,
Caa1,42643,6.59,11.5,10.98,2.21,1.39,1.37,243,2.16,412.53,79.67,58.52,417.83,80.69,59.28,17,0,2255.3045,,,,
,,,,,,,,,,,,,,,,,,,,,,
Aa2,40816,-3.03,0.37,-3.5,169.05,136.67,145.62,21,79.36,5.45,5.06,4.32,7.67,7.12,6.08,3,0,165482.867,,,,
Aa2,40908,-3.03,0.36,-3.51,108.38,82.68,94.78,37,80.12,5.14,4.79,4.11,7.23,6.74,5.79,3,0,209849.6805,,,,
Aa2,40999,-3.02,0.43,-3.49,195,164.65,169.45,20,80,4.84,4.45,3.87,8.84,8.12,7.07,3,0,208983.9634,,,,
Aa2,41090,-2.47,0.47,-2.88,177.59,142.41,147.14,22,75.21,4.62,4.21,3.47,9.59,8.75,7.21,3,0,188461.8427,,,,
Aa2,41182,-2.64,0.48,-3.15,169.9,128.38,130.48,21,75.81,4.39,4.03,3.33,9.12,8.36,6.92,3,0,247892.484,,,,
Aa2,41274,-2.8,0.43,-3.45,207,158.43,161.62,21,76.46,4.17,3.87,3.19,7.72,7.17,5.9,3,0,233420.545,,,,
Aa2,41364,-2.82,0.39,-3.54,221.29,164,178.48,21,78.06,3.96,3.71,3.09,6.81,6.37,5.31,3,0,262065.3621,,,,
Aa2,41455,-2.99,0.37,-3.82,236.58,151.79,182.37,19,77.93,2.52,2.37,1.97,6.33,5.95,4.93,3,0,293281.1796,,,,
Aa2,41547,-2.91,0.37,-3.7,249.21,128.74,197.95,19,78.99,2.7,2.54,2.13,6.32,5.95,4.99,3,0,292691.4579,,,,
Aa2,41639,-2.87,0.34,-3.6,248.41,145.91,201.32,22,78.71,2.56,2.42,2.02,6.01,5.67,4.73,3,0,376371.4048,,,,
Aa2,41729,-2.78,0.4,-3.5,216.71,119,171.46,24,78.7,3.53,3.3,2.78,6.81,6.37,5.36,3,0,375847.3218,,,,
Aa2,41820,-2.81,0.32,-3.52,197.67,99.67,157.7,27,78.74,3.38,3.2,2.66,5.48,5.2,4.32,3,0,391750.0087,,,,
Aa2,41912,-2.79,0.32,-3.59,210.84,114.16,148.96,25,78.56,3.27,3.1,2.57,5.3,5.03,4.17,3,0,395055.7935,,,,
Aa2,42004,-2.9,0.32,-3.77,226.64,84.6,175.96,25,80.4,3.11,2.96,2.5,5.04,4.8,4.05,3,0,359376.6225,,,,
Aa2,42094,-2.94,0.31,-3.82,216.31,103.73,171.04,26,81.3,2.97,2.84,2.42,4.83,4.6,3.92,3,0,376023.5777,,,,
Aa2,42185,-3.05,0.3,-3.96,233.04,136.31,185.58,26,80.53,1.99,1.9,1.6,4.68,4.47,3.77,3,0,362970.1803,,,,
Aa2,42277,-3.1,0.28,-3.94,229.08,137.81,181.08,26,80.57,1.72,1.64,1.38,4.5,4.31,3.63,3,0,427891.6121,,,,
Aa2,42369,-2.99,0.27,-3.77,260.92,180.15,206.92,26,81.6,1.66,1.59,1.35,4.34,4.16,3.54,3,0,527687.3689,,,,
Aa2,42460,-2.96,0.26,-3.73,223.77,142.83,178.07,30,82.52,1.61,1.54,1.33,4.21,4.04,3.48,3,0,517738.0267,,,,
Aa2,42551,-2.98,0.2,-3.74,233.06,166.72,186.5,32,82.88,1.55,1.5,1.29,3.29,3.18,2.72,3,0,483168.9263,,,,
,,,,,,,,,,,,,,,,,,,,,,
Aaa,41729,0.28,0.54,0.4,219.27,108.24,155.76,66,49.97,6.64,5.95,3.44,11.68,10.46,6.05,1,0,419437.92,,,,
Aaa,41820,0.28,0.56,0.4,203.3,69.83,136.34,64,50.52,6.28,5.63,3.3,11.57,10.37,6.07,1,0,429400.2,,,,
Aaa,41912,0.3,0.57,0.44,158.36,65.2,108.8,88,51.19,6.18,5.54,3.29,11.65,10.43,6.19,1,0,398301.75,,,,
Aaa,42004,0.48,0.85,0.72,146.47,15.82,80.91,68,49.9,6.44,5.54,3.33,16.08,13.85,8.33,1,0,388382.45,,,,
Aaa,42094,0.61,1.18,1,92.76,14.99,43.9,88,49.93,10.99,9.27,5.68,18.47,15.59,9.56,1,0,355385,,,,
Aaa,42185,0.72,1.46,1.27,102.79,19.15,50.42,85,49.58,10.86,9.13,5.58,18.91,15.9,9.72,1,0,346860.8,,,,
Aaa,42277,0.84,1.93,1.69,111.59,29.53,53.36,78,50.12,11.22,9.4,5.82,19.4,16.25,10.07,1,0,309519.05,,,,
Aaa,42369,1.13,3,2.72,88.78,-13.48,9.53,60,50.72,11.27,9.25,5.92,21.88,17.95,11.49,1,0,323960.2,,,,
Aaa,42460,1.38,4.67,4.15,64.55,4.79,2.66,77,50.23,16.56,13.34,8.63,24.15,19.45,12.58,1,0,346647.73,,,,
Aaa,42551,1.61,7.32,6.6,79.44,22.49,15.16,75,49.81,16.68,13.33,8.61,25.14,20.09,12.99,1,0,388739.78,,,,
,,,,,,,,,,,,,,,,,,,,,,
B3,41912,3.37,5.5,4.85,12.41,11.65,10.94,18.5,12.69,172.67,63.14,50.59,173.45,63.43,50.81,16,0,3251.2052,,,,
B3,42004,3.95,6.19,5.86,-0.35,-1.04,-1.82,18.4,9.26,207.67,67.29,56.83,208.62,67.6,57.09,16,0,4010.2583,,,,
B3,42094,4.55,6.91,6.83,-3.24,-5.06,-4.67,18.7,5.02,246.9,68.16,55.96,262.26,72.4,59.43,16,0,4592.5142,,,,
B3,42185,4.22,6.99,6.28,8.55,6.64,7.2,19,5.02,257.32,71.76,56.29,258.59,72.11,56.57,16,0,4249.9976,,,,
B3,42277,3.2,5.01,4.32,16.36,15.26,14.99,19.3,5.93,246.29,70.87,55.77,247.5,71.22,56.04,16,0,4264.3474,,,,
B3,42369,3.1,4.35,4.06,1.9,0.71,0.41,19.3,1,325.7,76.22,61.69,327.33,76.6,62,16,0,5029.8038,,,,
B3,42460,3.18,4.12,4.06,-1.26,-3.44,-2.58,19.6,-3.06,412.93,77.2,62.55,434.86,81.3,65.87,16,0,5174.4613,,,,
B3,42551,3,4.24,3.82,8.4,6.51,7.11,20.2,-3.56,455.53,81.98,63.75,455.67,82,63.77,16,0,5305.3718,,,,
B3,42643,3.46,5.49,4.7,10.68,9.73,9.39,21.3,-0.69,378.7,79.09,62.38,378.83,79.12,62.4,16,0,4934.3531,,,,
B3,40816,2.6,11.41,7.83,15.6,15.02,13.09,16.7,32.69,68.1,39.97,33.51,70.4,41.31,34.64,16,0,1522.9805,,,,
B3,40908,2.51,7.96,6.04,0.41,-0.94,-2.15,16.3,28.83,76.35,42.59,34.81,79.27,44.22,36.15,16,0,2253.4313,,,,
B3,40999,2.8,6.37,5.91,-5.72,-8.86,-9.3,11.6,25.07,85.25,45.15,36.37,88.8,47.03,37.89,16,0,2531.2441,,,,
B3,41090,2.43,5.33,4.61,12.13,9.57,9.01,11.5,24.14,86.64,46.19,36.16,87.58,46.69,36.55,16,0,2875.7909,,,,
B3,41182,1.99,5.2,3.67,22.19,20.91,19.15,11.6,31.88,69.74,40.85,33.76,70.74,41.43,34.24,16,0,3181.6201,,,,
B3,41274,2.27,7.23,3.99,0.86,-0.67,-1.93,12.7,28.95,105.45,51.21,45.77,105.92,51.44,45.98,16,0,3293.7082,,,,
B3,41364,3.48,6.33,5.71,-2.41,-4.37,-4.29,18.7,15.82,162.09,61.68,52.66,162.82,61.95,52.9,16,0,3492.9767,,,,
B3,41455,3.23,5.96,5.11,7.94,6.03,6.28,18.7,14.53,161.69,61.62,50.34,162.42,61.89,50.57,16,0,3366.4695,,,,
B3,41547,3.07,5.43,4.65,14.7,13.81,13.06,18.8,14.73,162.07,61.67,50.8,162.8,61.95,51.03,16,0,3210.9619,,,,
B3,41639,3.02,5,4.4,1.5,0.83,-0.14,18.8,14.32,171.95,63.05,53.47,172.72,63.33,53.71,16,0,3492.6475,,,,
,,,,,,,,,,,,,,,,,,,,,,
A3,36341,1.75,9.69,8.8,13.47,-1.11,5.42,6.3,41.52,50.88,33.72,21.12,50.88,33.72,21.13,7,0,2193.9266,,,,
A3,36433,1.2,3.64,3.27,26.18,5.25,16.19,5.2,42.65,42.39,29.77,18.08,42.4,29.77,18.08,7,0,2431.4069,,,,
A3,36525,0.9,2.01,1.83,32.28,5.07,19.48,4.3,43.23,37.19,27.11,16.08,37.2,27.11,16.08,7,0,2581.7602,,,,
A3,36616,0.69,1.41,1.21,36.71,0.65,21.25,3.6,43.06,36.2,26.58,15.59,36.2,26.58,15.59,7,0,2593.8165,,,,
A3,36707,0.51,1.09,0.81,52.36,6.05,36.7,3.2,42.46,35.11,25.98,14.91,35.12,25.99,14.91,7,0,2678.2891,,,,
A3,36799,0.37,0.94,0.56,26.69,4.2,19.43,6.8,43.09,32.6,24.58,14.05,32.6,24.59,14.05,7,0,2919.9976,,,,
A3,36891,0.63,1.2,0.92,74.87,14.86,52.35,2.7,40.19,41.66,28.81,16.74,44.62,30.85,17.93,7,0,2722.4072,,,,
A3,36981,0.51,1.02,0.72,34.54,3.39,25.73,6.2,41.53,39.56,27.67,16.43,43,30.07,17.86,7,0,3001.0935,,,,
A3,37072,0.38,0.8,0.5,57.23,9.59,46.38,5.4,44.75,33.72,24.7,15.09,36.53,26.76,16.35,7,0,3334.1536,,,,
A3,37164,0.43,0.86,0.6,29.03,-6.79,15.98,4.5,45.04,32.26,23.81,14.53,35.46,26.18,15.97,7,0,3278.5592,,,,
A3,37256,0.65,1.09,0.93,34.26,-11.82,14.89,3,45.97,34.76,25.19,15.98,37.98,27.53,17.46,7,0,3809.6172,,,,
A3,37346,1.02,1.94,1.69,16.6,-13.25,1.64,4.7,43.77,44.71,30.22,19.57,47.97,32.42,21,7,0,4389.408,,,,
Baa1,37802,1.38,3.73,2.95,38.97,-7.56,15.55,4.2,41.65,52.72,33.79,21.96,56.01,35.9,23.33,8,1,4830.784,,,,
Baa1,37894,1.42,3.62,2.85,33.01,-7.32,18.44,4.4,41.09,55.77,35.06,22.92,59.07,37.13,24.27,8,0,5396.54,,,,
Baa1,37986,1.39,3.6,2.82,21.33,-4.82,9.23,7.5,41.4,55.89,35.08,23.14,59.33,37.24,24.56,8,0,6000.095,,,,
Baa1,38077,1.19,3.26,2.37,19.78,0.21,11.79,10,41.93,50.48,32.83,21.16,53.73,34.95,22.53,8,0,5783.1648,,,,
Baa1,38168,0.19,2.1,0.31,36.41,9.76,27.58,9.4,44.34,44.54,30.26,19.75,47.16,32.05,20.91,8,0,6780.7685,,,,
Baa1,38260,0.14,1.76,0.22,31.72,-6.08,22.07,7.8,44.45,42.05,29.25,18.69,43.76,30.44,19.45,8,0,7983.6209,,,,
Baa1,38352,0.1,0.85,0.14,45.67,7.5,33.51,6.8,48.53,23.15,18.51,11.24,25.07,20.04,12.17,8,0,7404.2461,,,,
Baa1,38442,0.16,0.76,0.22,69.63,4.31,44.63,4.5,49.71,22.48,18.13,11.17,23.98,19.34,11.92,8,0,9104.4087,,,,
Baa1,38533,0.1,0.65,0.13,183.22,16.18,141.65,2.7,51.9,20.04,16.55,10.4,21.07,17.41,10.94,8,0,9632.8039,,,,
Baa1,38625,0.06,0.52,0.08,354.27,15.74,275.01,1.4,53.05,18.4,15.46,9.76,19.06,16.01,10.11,8,0,9252.4275,,,,
Baa1,38717,0.02,0.5,0.02,2124.77,-4.85,1715.95,0.1,54.35,17.61,14.96,9.57,17.74,15.07,9.64,8,0,10039.2611,,,,
Baa1,38807,0.08,0.5,0.11,319.81,3.03,219.85,1,54.8,17.09,14.58,9.37,17.22,14.69,9.44,8,0,9298.1706,,,,
Baa3,39263,0.29,1.03,0.39,288.44,2.8,229.87,2,53.34,23.93,19.24,12.83,24.33,19.57,13.05,10,2,11204.6428,,,,
Baa3,39355,0.45,1.51,0.66,63.71,0.33,43.35,7.4,51.21,30.43,23.27,15.67,30.76,23.52,15.84,10,0,13227.2182,,,,
Baa3,39447,0.48,1.17,0.66,29.26,-10.13,21.72,15.4,48.09,29.77,22.9,14.39,30.02,23.09,14.51,10,0,16095.3484,,,,
Baa3,39538,0.37,0.99,0.49,56.75,13.98,44.58,14.2,48.33,31.44,23.89,15.19,31.59,24,15.27,10,0,15604.9167,,,,
Baa3,39629,0.03,0.71,0.04,68.1,25.75,57.48,15.6,49.6,25.39,20.24,12.59,25.44,20.28,12.62,10,0,18672.1249,,,,
Baa3,39721,-0.11,0.38,-0.13,40.62,15.96,35.33,26.9,55.11,16.35,14.05,9.01,16.4,14.09,9.04,10,0,12217.6883,,,,
Baa3,39813,-0.02,0.37,-0.02,154.29,-10.63,93.3,3.1,56.32,16.34,14.04,9.2,16.39,14.08,9.23,10,0,8458.1573,,,,
Baa3,39903,0.02,0.44,0.02,198.26,-15.12,81.28,1.7,57.3,15.71,13.58,9,15.71,13.58,9,10,0,8541.5496,,,,
Baa3,39994,0.19,0.96,0.28,396.88,-5.62,210.1,1.1,54.81,23.07,18.75,12.65,23.07,18.75,12.65,10,0,10365.1578,,,,
Baa3,40086,0.2,1.5,0.37,69.86,4.36,40.89,8.5,56.61,21.29,17.55,12.05,21.29,17.55,12.05,10,0,10991.9817,,,,
Baa3,40178,0.13,1.07,0.22,63.54,26.39,42.22,13.2,57.59,18.42,15.56,10.61,18.42,15.56,10.61,10,0,10358.4535,,,,
Baa3,40268,0.01,0.83,0.02,53.34,11.26,29.24,12.1,57.36,16.3,14.02,9.35,16.3,14.02,9.35,10,0,10759.41,,,,
Baa3,40724,0.07,0.95,0.12,77.64,-95.55,51.86,10,56.72,13.42,11.43,7.61,17.38,14.81,9.86,10,0,12706.0617,,,,
Baa3,40816,-0.16,0.75,-0.25,53.01,-24.55,35.31,14.9,57.38,10.96,9.54,6.29,14.9,12.97,8.55,10,0,8545.9276,,,,
Baa3,40908,-0.17,0.38,-0.28,37.91,-25.12,9.96,10.6,62.09,2.84,2.66,1.77,6.83,6.39,4.24,10,0,10798.1316,,,,
Baa3,40999,-0.3,0.37,-0.51,150.59,20.35,88.03,5.3,61.05,2.74,2.57,1.67,6.58,6.17,4.01,10,0,10925.8091,,,,
Baa3,41090,-0.12,0.5,-0.22,386.16,3.8,230.4,2.1,62.03,8.51,7.84,5.28,8.51,7.84,5.28,10,0,9769.1702,,,,
Baa3,41182,-0.05,0.81,-0.08,439.74,-13.04,268.23,1.5,57.97,12.32,10.97,7.14,12.32,10.97,7.14,10,0,10434.0116,,,,
Baa3,41274,0.42,1.44,0.76,96.08,-46.15,34.33,6,51.03,25.11,20.07,12.81,25.11,20.07,12.81,10,0,11352.6904,,,,
Baa3,41364,0.42,1.7,0.8,54.6,-8.16,27.98,13.6,51.48,27.44,21.53,14.12,27.44,21.53,14.12,10,0,12170.7526,,,,
Baa3,41455,0.69,2.11,1.35,55.99,-1.43,30.75,15.1,48.52,33.35,24.97,16.18,33.54,25.12,16.27,10,0,11379.6726,,,,
Baa3,41547,0.43,1.76,0.86,40.23,-0.47,21,20.5,50.99,28.97,22.42,14.77,29.21,22.61,14.89,10,0,11278.791,,,,
Baa3,41639,0.6,1.98,1.23,27.92,-7.68,9.61,22.6,49.09,34.16,25.41,16.77,34.47,25.63,16.92,10,0,11899.4146,,,,
Baa3,41729,0.79,2.35,1.65,31.23,-7.48,14.73,24,47.31,41.13,29.07,19.46,41.5,29.33,19.64,10,0,11280.0248,,,,
Baa3,41820,0.91,2.84,2.03,27.89,-1.28,11.91,28.7,46.99,45.08,30.98,21.18,45.5,31.27,21.38,10,0,11804.9548,,,,
Baa3,41912,0.93,3.01,2.16,31.16,-1.21,14.32,29.6,47.08,47.44,32.07,22.34,47.91,32.39,22.56,10,0,10101.2275,,,,
Baa3,42004,0.4,2.14,0.95,24.7,-1.35,8.2,33.4,51.27,29.37,21.79,15.05,34.79,25.81,17.84,10,0,8967.2754,,,,
Baa3,42094,0.42,2.71,1.29,14.4,-14.23,-2.73,28.1,54.12,31.59,23.96,17.09,31.85,24.16,17.24,10,0,8293.3561,,,,
Baa3,42185,0.8,5.96,3.6,11.68,-9.04,-2.41,28.6,51.92,41.51,29.25,21.55,41.89,29.52,21.75,10,0,7181.2982,,,,
,,,,,,,,,,,,,,,,,,,,,,
Aaa,40086,-1.43,0.32,-1.63,138.59,126.84,121.14,37,50.5,9.09,7.94,4.59,14.55,12.7,7.35,1,0,256617.075,,,,
Aaa,40178,-1.25,0.28,-1.41,246.7,236.54,230.08,37,53.94,8.46,7.45,4.56,13.54,11.92,7.3,1,0,199450.68,,,,
Aaa,40268,-1.36,0.27,-1.52,158.57,147.54,139.81,37,53.83,8.2,7.24,4.41,13.12,11.59,7.06,1,0,209683.38,,,,
Aaa,40359,-1.15,0.25,-1.28,179.68,159.19,160.27,37,53.62,10.7,9.48,5.74,12.86,11.4,6.9,1,0,234527.73,,,,
Aaa,40451,-1.14,0.4,-1.25,173.56,161.02,158.13,45,51.28,20.59,16.78,10.56,22.72,18.51,11.65,1,0,214063.09,,,,
Aaa,40543,-1.08,0.37,-1.2,122.61,115.79,113.4,72,52.52,19.95,16.63,10.48,19.95,16.63,10.48,1,0,217776,,,,
Aaa,40633,-1.29,0.44,-1.42,76.54,68.7,67.96,84,53.6,22.29,18.23,11.95,22.29,18.23,11.95,1,0,209324.9,,,,
Aaa,40724,-1.37,0.44,-1.5,72.98,66.15,65.65,94,52.51,20.88,17.28,10.97,20.88,17.28,10.97,1,0,217596.72,,,,
Aaa,40816,-1.51,0.44,-1.67,84.35,79.71,76.63,94,55.29,20.08,16.72,11.1,20.08,16.72,11.1,1,0,270942,,,,
Aaa,40908,-1.33,0.44,-1.47,91.28,86.04,84.15,95,57.13,18.61,15.69,10.63,18.61,15.69,10.63,1,0,256374.79,,,,
Aaa,40999,-1.56,0.43,-1.72,75.16,67.27,67.09,95,58.18,17.39,14.81,10.12,17.39,14.81,10.12,1,0,250638.72,,,,
